종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"096870","엘디티","KOSDAQ","벤처기업부","2535","25","1.00","2510","2595","2490","8326","21114060","16929744000","6678400"
"276240","엘리비젼","KONEX","일반기업부","428","-75","-14.91","428","428","428","149","63772","4456823064","10413138"
"900140","엘브이엠씨홀딩스","KOSPI",,"1803","-20","-1.10","1823","1837","1788","227788","409947819","309373905033","171588411"
"290650","엘앤씨바이오","KOSDAQ","우량기업부","22050","1100","5.25","21250","22300","21000","224021","4836710950","500201846550","22684891"
"066970","엘앤에프","KOSPI",,"95700","-4200","-4.20","99900","101800","95500","212756","20753440300","3473559546600","36296338"
"156100","엘앤케이바이오","KOSDAQ","벤처기업부","7000","0","0.00","7000","7030","6710","28309","197072300","139557201000","19936743"
"311060","엘에이티","KONEX","일반기업부","3855","-185","-4.58","3960","4045","3810","4693","18108580","29522106570","7658134"
"073110","엘엠에스","KOSDAQ","벤처기업부","6210","0","0.00","6400","6400","6170","10195","63389670","55242638550","8895755"
"083310","엘오티베큠","KOSDAQ","우량기업부","8870","230","2.66","8640","8870","8600","62041","542641190","157974992710","17810033"
"037950","엘컴텍","KOSDAQ","중견기업부","1057","14","1.34","1040","1060","1024","305290","318032378","89261027583","84447519"
"170920","엘티씨","KOSDAQ","벤처기업부","8560","160","1.90","8400","8650","8340","33289","283073270","83936107200","9805620"
"058630","엠게임","KOSDAQ","우량기업부","5580","-70","-1.24","5670","5690","5580","88944","498956540","109054833660","19543877"
"058970","엠로","KOSDAQ","기술성장기업부","64600","-1900","-2.86","67200","67200","63600","147532","9569801300","785265326000","12155810"
"019590","엠벤처투자","KOSDAQ","관리종목(소속부없음)","921","0","0.00","0","0","0","0","0","104963185182","113966542"
"169330","엠브레인","KOSDAQ","중견기업부","2035","-25","-1.21","2080","2080","2000","7452","15036720","37152828130","18256918"
"097520","엠씨넥스","KOSPI",,"20750","50","0.24","20600","20900","20500","36399","752639550","373037939000","17977732"
"373170","엠아이큐브솔루션","KOSDAQ","벤처기업부","7120","-150","-2.06","7270","7310","6910","4737","33294170","35870061600","5037930"
"179290","엠아이텍","KOSDAQ","우량기업부","8410","30","0.36","8450","8450","8320","56432","473463910","272195351980","32365678"
"484870","엠앤씨솔루션","KOSPI",,"52800","1000","1.93","53100","54700","51000","563716","29760147900","483325920000","9153900"
"009780","엠에스씨","KOSDAQ","우량기업부","5750","150","2.68","5650","5780","5600","185473","1058180990","101200000000","17600000"
"123040","엠에스오토텍","KOSDAQ","우량기업부","2600","-100","-3.70","2675","2715","2575","111360","291770455","179847753800","69172213"
"323230","엠에프엠코리아","KOSDAQ","관리종목(소속부없음)","161","0","0.00","0","0","0","0","0","6967193212","43274492"
"413390","엠오티","KOSDAQ","중견기업부","6680","-210","-3.05","6890","6900","6650","82548","554641760","77355602400","11580180"
"032790","엠젠솔루션","KOSDAQ","벤처기업부","1004","-26","-2.52","1030","1038","976","85509","85070136","43561775892","43388223"
"033160","엠케이전자","KOSDAQ","중견기업부","6630","10","0.15","6620","6720","6580","38899","258572200","146299774530","22066331"
"347890","엠투아이","KOSDAQ","벤처기업부","5310","-40","-0.75","5300","5350","5280","4833","25612090","89809113240","16913204"
"033310","엠투엔","KOSDAQ","중견기업부","1801","1","0.06","1800","1824","1800","10894","19701136","72656358031","40342231"
"259630","엠플러스","KOSDAQ","중견기업부","8060","-180","-2.18","8430","8450","8040","45987","375332120","98996160120","12282402"
"105550","엣지파운드리","KOSDAQ","중견기업부","2750","10","0.36","2740","2800","2675","224126","611240485","157238378000","57177592"
"060850","영림원소프트랩","KOSDAQ","벤처기업부","5280","-160","-2.94","5440","5460","5220","168147","892914720","42931680000","8131000"
"014440","영보화학","KOSPI",,"3685","15","0.41","3650","3690","3610","39089","143138615","73700000000","20000000"
"143540","영우디에스피","KOSDAQ","벤처기업부","649","-4","-0.61","653","653","626","47092","29958602","28945331855","44599895"
"111770","영원무역","KOSPI",,"41650","50","0.12","41650","42000","41000","76233","3160439200","1845572642200","44311468"
"009970","영원무역홀딩스","KOSPI",,"84900","1600","1.92","83300","86800","82600","20878","1764246400","1157661760800","13635592"
"003520","영진약품","KOSPI",,"2030","-30","-1.46","2080","2085","2020","163252","334377065","371272243930","182892731"
"000670","영풍","KOSPI",,"399500","-7500","-1.84","411000","411000","398000","4898","1963507500","735894980000","1842040"
"036560","영풍정밀","KOSDAQ","우량기업부","13430","-440","-3.17","13930","13930","13200","58949","793055800","211522500000","15750000"
"006740","영풍제지","KOSPI",,"1217","16","1.33","1208","1246","1196","235513","286778025","68039084306","55907218"
"012280","영화금속","KOSPI",,"938","-2","-0.21","940","950","916","165511","153542635","48461305690","51664505"
"265560","영화테크","KOSDAQ","우량기업부","6800","-230","-3.27","6960","7030","6800","8524","58862240","72693224000","10690180"
"012160","영흥","KOSPI",,"434","11","2.60","428","458","425","224317","98778090","43968701448","101310372"
"036000","예림당","KOSDAQ","중견기업부","2035","-5","-0.25","2050","2055","1992","200728","404516529","46874753695","23034277"
"250930","예선테크","KOSDAQ","벤처기업부","462","7","1.54","455","500","448","902598","427489316","15246203280","33000440"
"053280","예스24","KOSDAQ","우량기업부","5050","0","0.00","5050","5140","5010","341640","1726445910","126250000000","25000000"
"015360","예스코홀딩스","KOSPI",,"53200","1500","2.90","52000","54300","51700","25569","1355288200","319200000000","6000000"
"122640","예스티","KOSDAQ","벤처기업부","8770","90","1.04","8680","8840","8660","90098","786707960","183557047160","20930108"
"900300","오가닉티코스메틱","KOSDAQ","외국기업(소속부없음)","530","-7","-1.30","537","540","520","382694","201870786","25868898260","48809242"
"212310","오건에코텍","KONEX","일반기업부","838","49","6.21","848","848","800","5513","4621054","8872048460","10587170"
"045060","오공","KOSDAQ","우량기업부","2560","0","0.00","2570","2580","2545","8091","20684885","43371453440","16941974"
"080520","오디텍","KOSDAQ","벤처기업부","3160","75","2.43","3090","3160","3080","8285","25881160","37119284440","11746609"
"007310","오뚜기","KOSPI",,"408000","5000","1.24","403500","412000","402500","3069","1249691500","1635194640000","4007830"
"039830","오로라","KOSDAQ","우량기업부","6220","-20","-0.32","6290","6290","6190","4297","26774430","66945175800","10762890"
"322310","오로스테크놀로지","KOSDAQ","벤처기업부","17600","-100","-0.56","17930","18090","17140","69816","1228859910","164851139200","9366542"
"046120","오르비텍","KOSDAQ","중견기업부","1927","-18","-0.93","1951","1952","1924","49199","94969335","52895159522","27449486"
"014940","오리엔탈정공","KOSDAQ","우량기업부","4830","-35","-0.72","4900","4985","4745","1143072","5578681980","220120782630","45573661"
"002630","오리엔트바이오","KOSPI",,"1178","18","1.55","1112","1335","933","30952857","37078555344","139690779890","118583005"
"065500","오리엔트정공","KOSDAQ","중견기업부","5850","-850","-12.69","5670","7560","5110","69245156","425175736590","185696035200","31742912"
"271560","오리온","KOSPI",,"99800","-1800","-1.77","101100","101700","98500","206035","20598867100","3945705973600","39536132"
"001800","오리온홀딩스","KOSPI",,"15620","-60","-0.38","15690","15830","15460","90792","1415467570","978521491640","62645422"
"010470","오리콤","KOSDAQ","우량기업부","7030","150","2.18","6880","7070","6770","125413","867508620","84184601500","11975050"
"417860","오브젠","KOSDAQ","기술성장기업부","8590","-30","-0.35","8620","8670","8400","9127","77732810","38058974260","4430614"
"352910","오비고","KOSDAQ","기술성장기업부","6240","-200","-3.11","6500","6500","6190","3320","20860460","78859884480","12637802"
"053980","오상자이엘","KOSDAQ","우량기업부","3510","20","0.57","3490","3510","3450","25669","89206525","66629568330","18982783"
"036220","오상헬스케어","KOSDAQ","벤처기업부","12320","420","3.53","12070","12420","11860","43779","537693820","178509605120","14489416"
"052420","오성첨단소재","KOSDAQ","중견기업부","1529","23","1.53","1513","1532","1494","1454903","2204056285","131975928568","86315192"
"039200","오스코텍","KOSDAQ","벤처기업부","24400","50","0.21","24350","24450","23450","255555","6116520500","933243294400","38247676"
"226400","오스테오닉","KOSDAQ","기술성장기업부","5800","-70","-1.19","5810","5950","5650","194602","1126852950","119837285800","20661601"
"031510","오스템","KOSDAQ","중견기업부","1295","-3","-0.23","1298","1302","1277","8248","10648400","36260000000","28000000"
"368970","오에스피","KOSDAQ","벤처기업부","2910","5","0.17","2925","2935","2870","13513","39137215","27197325600","9346160"
"138080","오이솔루션","KOSDAQ","벤처기업부","9920","30","0.30","9850","10260","9800","14113","141539710","105391022400","10624095"
"080580","오킨스전자","KOSDAQ","우량기업부","4565","190","4.34","4375","4675","4375","141213","637913285","80705995370","17679298"
"067170","오텍","KOSDAQ","중견기업부","3465","-35","-1.00","3440","3765","3400","142583","500355710","53331911325","15391605"
"353590","오토앤","KOSDAQ","중견기업부","4180","30","0.72","4290","4290","4030","25964","107228510","53819882600","12875570"
"173130","오파스넷","KOSDAQ","우량기업부","7240","180","2.55","7040","7650","6870","2094531","15254139720","94456464520","13046473"
"440320","오픈놀","KOSDAQ","기술성장기업부","6750","-470","-6.51","7020","7020","6750","146691","1011196480","66183750000","9805000"
"049480","오픈베이스","KOSDAQ","우량기업부","2635","5","0.19","2610","2700","2610","486194","1284229030","82797979205","31422383"
"394280","오픈엣지테크놀로지","KOSDAQ","기술성장기업부","14000","500","3.70","13700","14300","13310","825711","11409641860","306232598000","21873757"
"309930","오하임앤컴퍼니","KOSDAQ","중견기업부","2605","-15","-0.57","2625","2690","2555","30309","79126710","55463028950","21290990"
"005320","온타이드","KOSPI",,"455","46","11.25","409","488","402","3226344","1456906577","30634261385","67328047"
"244460","올리패스","KOSDAQ","관리종목(소속부없음)","5820","-30","-0.51","5800","5900","5510","8499","48682750","23449204860","4029073"
"226950","올릭스","KOSDAQ","기술성장기업부","20250","-2750","-11.96","23000","23000","19770","967339","20044576710","349074015750","17238223"
"057540","옴니시스템","KOSDAQ","중견기업부","828","-6","-0.72","826","833","811","288367","236799566","50880065940","61449355"
"131030","옵투스제약","KOSDAQ","우량기업부","5800","210","3.76","5670","5900","5530","183119","1055748830","93688339600","16153162"
"082210","옵트론텍","KOSDAQ","중견기업부","1723","-6","-0.35","1734","1734","1674","28584","48982616","57190429388","33192356"
"109080","옵티시스","KOSDAQ","벤처기업부","8140","360","4.63","8160","8450","8020","76741","633045520","45877040000","5636000"
"380540","옵티코어","KOSDAQ","벤처기업부","1410","60","4.44","1348","1450","1321","568849","803605870","41989230360","29779596"
"153710","옵티팜","KOSDAQ","기술성장기업부","4750","0","0.00","4755","4810","4685","1114","5292710","69682300500","14669958"
"432430","와이랩","KOSDAQ","기술성장기업부","4455","35","0.79","4435","4470","4330","42989","189731845","73241625600","16440320"
"338840","와이바이오로직스","KOSDAQ","기술성장기업부","8060","-80","-0.98","8150","8240","7800","44564","359131960","119147078960","14782516"
"122990","와이솔","KOSDAQ","우량기업부","5430","-50","-0.91","5460","5480","5340","51107","274826510","150256424190","27671533"
"232140","와이씨","KOSDAQ","우량기업부","10230","250","2.51","10140","10290","9880","555693","5595524400","839323930500","82045350"
"112290","와이씨켐","KOSDAQ","기술성장기업부","13300","200","1.53","14030","14030","13000","141573","1898247960","134470248500","10110545"
"065530","와이어블","KOSDAQ","중견기업부","1315","7","0.54","1308","1315","1300","39619","51695114","69510900000","52860000"
"067900","와이엔텍","KOSDAQ","우량기업부","6040","-100","-1.63","6150","6180","6010","11941","72406160","109925940360","18199659"
"007530","와이엠","KOSDAQ","중견기업부","2270","85","3.89","2190","2270","2190","32209","72201150","43526006040","19174452"
"155650","와이엠씨","KOSDAQ","우량기업부","3320","-5","-0.15","3365","3365","3285","38461","127703060","64654868560","19474358"
"273640","와이엠텍","KOSDAQ","벤처기업부","11140","-190","-1.68","11350","11350","11000","10737","119395400","122161240000","10966000"
"251370","와이엠티","KOSDAQ","벤처기업부","10840","0","0.00","11200","11300","10820","54915","605670920","176848789760","16314464"
"066430","와이오엠","KOSDAQ","투자주의환기종목(소속부없음)","541","6","1.12","535","555","535","257720","141560932","21182030516","39153476"
"209640","와이제이링크","KOSDAQ","벤처기업부","13520","-130","-0.95","13900","13910","13210","592869","8001067230","192275666960","14221573"
"273060","와이즈버즈","KOSDAQ","중견기업부","808","-3","-0.37","811","817","795","73996","59577197","40771342256","50459582"
"019210","와이지-원","KOSDAQ","우량기업부","5240","50","0.96","5200","5270","5190","38255","200442100","175926811560","33573819"
"122870","와이지엔터테인먼트","KOSDAQ GLOBAL","우량기업부","45500","-1450","-3.09","47050","47350","45500","180017","8285857350","850442729500","18691049"
"011690","와이투솔루션","KOSPI",,"2205","20","0.92","2185","2215","2130","31331","68302455","80646538770","36574394"
"332570","와이팜","KOSDAQ","벤처기업부","2495","45","1.84","2445","2495","2400","45279","111382380","105373455750","42233850"
"079000","와토스코리아","KOSDAQ","중견기업부","5540","50","0.91","5490","5550","5400","11213","61204770","39888000000","7200000"
"403490","우듬지팜","KOSDAQ","벤처기업부","1591","-4","-0.25","1579","1600","1571","174624","276944044","71933030224","45212464"
"316140","우리금융지주","KOSPI",,"15240","-430","-2.74","15660","15720","15110","3368370","51655856120","11317094475240","742591501"
"032820","우리기술","KOSDAQ","우량기업부","1787","-13","-0.72","1820","1825","1770","3097771","5557068509","283881118776","158859048"
"041190","우리기술투자","KOSDAQ","우량기업부","8290","-220","-2.59","8650","8680","8250","2144408","18073559480","696360000000","84000000"
"115440","우리넷","KOSDAQ","벤처기업부","7160","100","1.42","7540","7550","7120","465236","3392104540","77000351240","10754239"
"046970","우리로","KOSDAQ","벤처기업부","1386","-24","-1.70","1536","1550","1374","5049959","7400629163","60741448614","43824999"
"082850","우리바이오","KOSDAQ","우량기업부","2870","40","1.41","2845","2870","2805","594097","1684483285","139070378860","48456578"
"215360","우리산업","KOSDAQ","벤처기업부","9900","-150","-1.49","10050","10050","9800","14550","143424330","90408413700","9132163"
"072470","우리산업홀딩스","KOSDAQ","중견기업부","2370","-65","-2.67","2450","2450","2370","9651","23093425","44762998170","18887341"
"073560","우리손에프앤지","KOSDAQ","우량기업부","1329","9","0.68","1321","1335","1310","119826","158104161","92016827547","69237643"
"037400","우리엔터프라이즈","KOSDAQ","우량기업부","1068","-22","-2.02","1072","1088","1062","42729","45775739","28006533528","26223346"
"153490","우리이앤엘","KOSDAQ","우량기업부","722","11","1.55","713","726","710","117037","83802637","37168560000","51480000"
"101170","우림피티에스","KOSDAQ","우량기업부","4870","50","1.04","4790","4910","4745","57520","276703745","65745000000","13500000"
"006980","우성","KOSPI",,"15010","-30","-0.20","15040","15200","15010","1192","18019850","46380900000","3090000"
"066590","우수AMS","KOSDAQ","중견기업부","3020","10","0.33","3010","3025","3000","92401","278022760","118000774080","39073104"
"017370","우신시스템","KOSPI",,"5910","-120","-1.99","6140","6140","5690","115017","670468090","108236059140","18314054"
"103840","우양","KOSDAQ","중견기업부","3295","65","2.01","3235","3300","3190","71048","232149545","53927380260","16366428"
"046940","우원개발","KOSDAQ","중견기업부","2670","-120","-4.30","2730","2730","2635","233595","622306325","48258514500","18074350"
"215380","우정바이오","KOSDAQ","벤처기업부","1749","30","1.75","1681","1749","1681","85780","148030973","27773378424","15879576"
"065680","우주일렉트로","KOSDAQ","우량기업부","13150","-280","-2.08","13330","13420","13040","9773","128301650","125319500000","9530000"
"105840","우진","KOSPI",,"6560","20","0.31","6550","6590","6420","80201","523316880","133322907840","20323614"
"018620","우진비앤지","KOSDAQ","중견기업부","924","5","0.54","919","927","919","37430","34519712","26693706732","28889293"
"010400","우진아이엔에스","KOSPI",,"3380","-335","-9.02","3730","3750","3380","38541","134134120","25762360000","7622000"
"457550","우진엔텍","KOSDAQ","중견기업부","14670","-230","-1.54","15010","15040","14570","90468","1331352530","136010543130","9271339"
"049800","우진플라임","KOSPI",,"2160","130","6.40","2050","2200","2040","129192","274255175","43200000000","20000000"
"016880","웅진","KOSPI",,"869","-1","-0.11","868","880","816","208740","180871619","69456632520","79927080"
"095720","웅진씽크빅","KOSPI",,"1670","0","0.00","1671","1680","1657","74700","124360915","192894994950","115505985"
"396470","워트","KOSDAQ","중견기업부","8010","150","1.91","7880","8120","7850","227775","1817330620","129121200000","16120000"
"005820","원림","KOSPI",,"12770","0","0.00","12790","12900","12770","2631","33709490","29345076900","2297970"
"307280","원바이오젠","KOSDAQ","벤처기업부","1189","24","2.06","1169","1190","1158","59915","70197854","43944266457","36959013"
"032940","원익","KOSDAQ","우량기업부","3545","105","3.05","3355","3545","3265","92884","322437045","64495000350","18193230"
"240810","원익IPS","KOSDAQ GLOBAL","우량기업부","22400","-100","-0.44","22550","22800","22050","152120","3409976350","1099479382400","49083901"
"074600","원익QnC","KOSDAQ GLOBAL","우량기업부","18700","280","1.52","18480","18800","18410","119818","2227035020","491585600000","26288000"
"104830","원익머트리얼즈","KOSDAQ","우량기업부","18300","-80","-0.44","18370","18440","18160","37885","692107440","230726400000","12608000"
"014190","원익큐브","KOSDAQ","우량기업부","1453","4","0.28","1449","1457","1428","290366","418106374","51436063418","35399906"
"217820","원익피앤이","KOSDAQ","우량기업부","2490","-10","-0.40","2500","2530","2420","76972","188106025","118161851910","47454559"
"030530","원익홀딩스","KOSDAQ","우량기업부","2470","25","1.02","2440","2480","2415","329583","809259235","190777813070","77237981"
"012620","원일특강","KOSDAQ","우량기업부","7160","40","0.56","7160","7260","7080","2840","20178020","31504000000","4400000"
"382840","원준","KOSDAQ","중견기업부","9980","-80","-0.80","10080","10170","9900","83562","833729420","152410378380","15271581"
"336570","원텍","KOSDAQ","기술성장기업부","4650","45","0.98","4580","4755","4530","576182","2683712315","415433878350","89340619"
"376980","원티드랩","KOSDAQ","기술성장기업부","6170","-150","-2.37","6690","6690","6100","184746","1174179630","60188312980","9754994"
"122830","원포유","KONEX","일반기업부","1740","60","3.57","1700","1750","1600","1956","3185654","56988453900","32751985"
"008370","원풍","KOSDAQ","우량기업부","4310","80","1.89","4365","4365","4210","12126","51674170","51720000000","12000000"
"008290","원풍물산","KOSDAQ","중견기업부","470","-1","-0.21","470","483","466","88902","41875516","19126029130","40693679"
"101160","월덱스","KOSDAQ","우량기업부","16850","200","1.20","16610","16990","16600","42830","718897930","278210232050","16510993"
"336060","웨이버스","KOSDAQ","벤처기업부","1271","-25","-1.93","1283","1314","1266","407371","521491287","61205259200","48155200"
"095270","웨이브일렉트로","KOSDAQ","벤처기업부","3860","85","2.25","3810","3865","3705","20138","76664395","57789048160","14971256"
"289930","웨이비스","KOSDAQ","기술성장기업부","7810","-130","-1.64","7940","7970","7560","384258","2952148160","97270371330","12454593"
"010600","웰바이오텍","KOSPI",,"545","0","0.00","0","0","0","0","0","49553256815","90923407"
"065950","웰크론","KOSDAQ","중견기업부","2105","20","0.96","2070","2125","2070","66110","138456340","59426890710","28231302"
"076080","웰크론한텍","KOSDAQ","중견기업부","1017","-30","-2.87","1045","1045","1000","28779","29237785","22978256652","22594156"
"043590","웰킵스하이텍","KOSDAQ","중견기업부","580","-5","-0.85","585","599","575","55272","32298304","15739321960","27136762"
"196700","웹스","KOSDAQ","벤처기업부","1480","341","29.94","1145","1480","1143","2648693","3663874862","21258933120","14364144"
"069080","웹젠","KOSDAQ GLOBAL","우량기업부","15420","80","0.52","15340","15720","15340","70893","1099094400","538942631280","34950884"
"053580","웹케시","KOSDAQ","우량기업부","10840","-460","-4.07","11000","11300","10400","582410","6242343150","147816928320","13636248"
"071460","위니아","KOSDAQ","관리종목(소속부없음)","613","0","0.00","0","0","0","0","0","22047951835","35967295"
"377460","위니아에이드","KOSDAQ","투자주의환기종목(소속부없음)","1691","0","0.00","0","0","0","0","0","26030247855","15393405"
"044340","위닉스","KOSDAQ","우량기업부","4840","-90","-1.83","4945","4995","4810","16545","80858335","86507377000","17873425"
"330350","위더스제약","KOSDAQ","우량기업부","6880","60","0.88","6810","7050","6700","70577","487964200","90830716320","13202139"
"348350","위드텍","KOSDAQ","우량기업부","7600","-150","-1.94","7770","7800","7530","46965","358678780","77395360000","10183600"
"112040","위메이드","KOSDAQ","중견기업부","38200","-3450","-8.28","41850","42000","37700","519794","20397362300","1296832050600","33948483"
"101730","위메이드맥스","KOSDAQ","우량기업부","8510","-350","-3.95","8860","8860","8430","118562","1014701570","283342934920","33295292"
"123420","위메이드플레이","KOSDAQ","우량기업부","7550","-120","-1.56","7510","7720","7350","26699","200105520","86597307100","11469842"
"065370","위세아이텍","KOSDAQ","벤처기업부","6150","-1500","-19.61","7060","7060","6050","916794","5834053180","45411317100","7383954"
"140660","위월드","KONEX","일반기업부","850","0","0.00","899","900","800","781","625940","2114164200","2487252"
"038620","위즈코프","KOSDAQ","벤처기업부","853","-40","-4.48","891","891","848","552712","474490206","56764134645","66546465"
"299900","위지윅스튜디오","KOSDAQ","우량기업부","2065","-50","-2.36","2050","2095","1983","4276585","8691575305","353215945460","171048884"
"036090","위지트","KOSDAQ","중견기업부","788","-13","-1.62","813","815","785","1570164","1252636065","93293119792","118392284"
"459100","위츠","KOSDAQ","중견기업부","11640","-590","-4.82","12230","12230","11510","716161","8419572490","144522240000","12416000"
"136540","윈스","KOSDAQ","우량기업부","12650","-70","-0.55","12920","12920","12550","8393","105734450","155338786900","12279746"
"097800","윈팩","KOSDAQ","중견기업부","719","2","0.28","725","725","692","670059","474222339","83727714651","116450229"
"192390","윈하이텍","KOSDAQ","벤처기업부","4565","35","0.77","4590","4950","4495","942529","4437946675","50362125385","11032229"
"008600","윌비스","KOSPI",,"832","-6","-0.72","799","834","794","1081230","883347584","55940384448","67236039"
"335870","윙스풋","KOSDAQ","중견기업부","1174","-51","-4.16","1225","1261","1166","95021","112745361","19583989428","16681422"
"900340","윙입푸드","KOSDAQ","외국기업(소속부없음)","1691","-58","-3.32","1750","1750","1680","1098602","1869165338","84589616748","50023428"
"033270","유나이티드제약","KOSPI",,"18680","80","0.43","18600","18760","18430","14816","275608810","305115794960","16333822"
"014830","유니드","KOSPI",,"72500","6400","9.68","66200","74700","64900","185000","13158427300","490651000000","6767600"
"446070","유니드비티플러스","KOSPI",,"3645","55","1.53","3655","3675","3555","28161","102181385","38677878675","10611215"
"036200","유니셈","KOSDAQ","우량기업부","6120","150","2.51","6030","6150","5970","172047","1041072440","187665044760","30664223"
"018000","유니슨","KOSDAQ","중견기업부","986","-74","-6.98","1060","1060","960","5173394","5125096615","166034082104","168391564"
"000910","유니온","KOSPI",,"5240","-10","-0.19","5260","5300","5150","263406","1371970860","81804883560","15611619"
"047400","유니온머티리얼","KOSPI",,"2330","-10","-0.43","2335","2350","2305","208285","485100225","97860000000","42000000"
"203450","유니온커뮤니티","KOSDAQ","벤처기업부","2815","20","0.72","2795","2880","2755","11570","32231750","39632404705","14079007"
"011330","유니켐","KOSPI",,"1501","2","0.13","1488","1553","1485","130652","195141668","145592747667","96997167"
"077500","유니퀘스트","KOSPI",,"4820","170","3.66","4700","4835","4660","81789","388941845","104112491640","21600102"
"011320","유니크","KOSDAQ","우량기업부","3655","-45","-1.22","3705","3720","3610","81699","298674385","70617140225","19320695"
"086390","유니테스트","KOSDAQ","중견기업부","9140","-40","-0.44","9160","9240","9010","55255","504206150","193165911640","21134126"
"241690","유니테크노","KOSDAQ","우량기업부","3035","-25","-0.82","3090","3090","2990","52579","158781060","74268592710","24470706"
"142210","유니트론텍","KOSDAQ","우량기업부","4810","30","0.63","4810","4825","4740","52370","250490350","92573702520","19246092"
"121060","유니포인트","KONEX","일반기업부","690","10","1.47","585","690","585","9","5790","4127352300","5981670"
"389680","유디엠텍","KOSDAQ","기술성장기업부","892","-23","-2.51","927","927","873","653896","582829353","35691416708","40012799"
"088340","유라클","KOSDAQ","벤처기업부","12040","-240","-1.95","12170","12730","11820","421172","5130558210","52134018720","4330068"
"048430","유라테크","KOSDAQ","우량기업부","7500","-200","-2.60","7650","7700","7320","129733","970301490","86400000000","11520000"
"206650","유바이오로직스","KOSDAQ","기술성장기업부","12680","-50","-0.39","12730","12750","12540","141439","1788058490","463255012760","36534307"
"089850","유비벨록스","KOSDAQ","우량기업부","6680","80","1.21","6590","6710","6500","22070","146048570","98397729320","14730199"
"084440","유비온","KOSDAQ","기술성장기업부","1182","-90","-7.08","1421","1650","1130","14925788","20633013203","23300529600","19712800"
"032620","유비케어","KOSDAQ","우량기업부","3695","10","0.27","3675","3715","3645","209385","771647140","192868428605","52197139"
"264450","유비쿼스","KOSDAQ","우량기업부","7850","30","0.38","7810","7980","7800","20483","161407840","117109306550","14918383"
"078070","유비쿼스홀딩스","KOSDAQ","우량기업부","9650","0","0.00","9690","9690","9590","2466","23707470","175154255000","18150700"
"002920","유성기업","KOSPI",,"1874","-4","-0.21","1878","1887","1870","14438","27121211","48625615000","25947500"
"024800","유성티엔에스","KOSDAQ","우량기업부","1927","1","0.05","1926","1930","1903","34511","65804133","71398841724","37051812"
"000700","유수홀딩스","KOSPI",,"5340","-20","-0.37","5370","5370","5310","16552","88380420","139063276080","26041812"
"054930","유신","KOSDAQ","우량기업부","24550","300","1.24","24450","24800","24000","16527","401515350","73650000000","3000000"
"069330","유아이디","KOSDAQ","벤처기업부","1305","7","0.54","1297","1305","1272","24018","30810796","18519373755","14191091"
"049520","유아이엘","KOSDAQ","중견기업부","5170","-90","-1.71","5350","5370","5110","37557","194179120","112628119120","21784936"
"435380","유안타제10호스팩","KOSDAQ","SPAC(소속부없음)","2070","-5","-0.24","2080","2080","2070","34138","70680845","11861100000","5730000"
"444920","유안타제11호스팩","KOSDAQ","SPAC(소속부없음)","1999","2","0.10","1989","2000","1986","5991","11905615","10474760000","5240000"
"446150","유안타제12호스팩","KOSDAQ","SPAC(소속부없음)","2020","0","0.00","2020","2025","2020","8147","16456990","9635400000","4770000"
"449020","유안타제13호스팩","KOSDAQ","SPAC(소속부없음)","2005","0","0.00","2005","2010","2005","8085","16210435","19508650000","9730000"
"450940","유안타제14호스팩","KOSDAQ","SPAC(소속부없음)","2020","-15","-0.74","2030","2040","2020","1026","2086410","9170800000","4540000"
"473050","유안타제15호스팩","KOSDAQ","SPAC(소속부없음)","1944","-1","-0.05","1945","1946","1940","37183","72285350","13627440000","7010000"
"474490","유안타제16호스팩","KOSDAQ","SPAC(소속부없음)","1961","-1","-0.05","1963","1963","1952","13284","25994025","10805110000","5510000"
"430700","유안타제9호스팩","KOSDAQ","SPAC(소속부없음)","2080","0","0.00","2090","2090","2080","254","528850","10899200000","5240000"
"003470","유안타증권","KOSPI",,"2760","-15","-0.54","2770","2780","2730","141814","390042380","550886549760","199596576"
"003475","유안타증권우","KOSPI",,"2915","-35","-1.19","2955","2965","2915","13621","40004155","37639097980","12912212"
"263770","유에스티","KOSDAQ","우량기업부","1942","13","0.67","1989","1989","1912","7701","14958499","46025734024","23700172"
"337840","유엑스엔","KONEX","일반기업부","12190","200","1.67","12450","12450","11900","112","1342900","45408249790","3725041"
"072130","유엔젤","KOSPI",,"5840","-40","-0.68","5980","6060","5610","120338","699456760","77061451360","13195454"
"000220","유유제약","KOSPI",,"4470","25","0.56","4445","4475","4180","98467","434062985","76134608970","17032351"
"000225","유유제약1우","KOSPI",,"4535","25","0.55","4515","4590","4500","28480","128913520","10280527550","2266930"
"000227","유유제약2우B","KOSPI",,"9690","50","0.52","9690","9700","9580","4261","41162400","3154676400","325560"
"388720","유일로보틱스","KOSDAQ","벤처기업부","28650","250","0.88","28350","29150","28150","38871","1118416900","328140884100","11453434"
"340930","유일에너테크","KOSDAQ","벤처기업부","1383","-58","-4.02","1441","1441","1357","65471","90476547","47304754350","34204450"
"023410","유진기업","KOSDAQ","우량기업부","3355","-20","-0.59","3370","3385","3350","61118","205219675","259377945365","77310863"
"056080","유진로봇","KOSDAQ","중견기업부","6100","-100","-1.61","6200","6210","6040","100657","613938230","228824127200","37512152"
"468760","유진스팩10호","KOSDAQ","SPAC(소속부없음)","2080","0","0.00","2070","2080","2060","2887","5971430","8819200000","4240000"
